purchase_order_number,purchase_order_line,order_date,ordering_facility_code,supplier_partner_code,item_code,item_description,item_category,ordered_quantity,ordered_unit,unit_price,currency,requested_delivery_date,authorization_class,declared_cost_center,order_status
PO-2021-00034,1,2021-05-12,FCL-1030,BP-30038,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,11,case,628.56,KRN,2021-05-26,expedited,Cold Chain,completed
PO-2021-00035,1,2021-05-12,FCL-1010,BP-30073,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,27,kit,2497.20,VLN,2021-06-16,ordinary,Cold Chain,completed
PO-2021-00036,1,2021-05-13,FCL-1019,BP-30078,ITM-BIO-003,Wildlife survey specimen lot,biological_sample,9,sealed_lot,939.71,AVL,2021-06-05,expedited,Field Programmes,completed
PO-2021-00037,1,2021-05-14,FCL-1011,BP-30056,ITM-LAB-001,Laboratory assay material pack,laboratory_material,22,pack,806.52,VLN,2021-06-16,restricted,Cold Chain,completed
PO-2021-00038,1,2021-05-14,FCL-1011,BP-30003,ITM-OTH-001,General facility material,other,15,unit,596.74,VLN,2021-05-31,restricted,Field Programmes,completed
PO-2021-00039,1,2021-05-15,FCL-1007,BP-30025,ITM-OTH-001,General facility material,other,1,unit,559.85,AVL,2021-06-23,ordinary,Cold Chain,completed
PO-2021-00040,1,2021-05-15,FCL-1010,BP-30018,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,20,kit,2407.98,VLN,2021-06-23,ordinary,Agricultural Distribution,completed
PO-2021-00041,1,2021-05-15,FCL-1007,BP-30056,ITM-RES-001,Applied research contract,research_contract,1 contract,contract,15892.70,AVL,2021-06-22,ordinary,Clinical Services,completed
PO-2021-00042,1,2021-05-16,FCL-1009,BP-30005,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,22,kit,2030.75,NDH,2021-05-24,expedited,Clinical Services,completed
PO-2021-00043,1,2021-05-17,FCL-1029,BP-30068,ITM-AGE-001,Orchard maintenance equipment,agricultural_equipment,1,unit,5110.87,VLN,2021-06-02,restricted,Cold Chain,completed
PO-2021-00044,1,2021-05-19,FCL-1011,BP-30021,ITM-AGE-001,Orchard maintenance equipment,agricultural_equipment,23,unit,6172.73,VLN,2021-06-08,ordinary,Facilities,completed
PO-2021-00045,1,2021-05-20,FCL-1019,BP-30075,ITM-CON-001,Operational consulting service,consulting_service,1,service,5788.71,AVL,2021-05-30,ordinary,Field Programmes,completed
PO-2021-00046,1,2021-05-21,FCL-1010,BP-30050,ITM-LAB-001,Laboratory assay material pack,LABORATORY_MATERIAL,48,pack,746.69,VLN,2021-05-31,expedited,Facilities,completed
PO-2021-00047,1,2021-05-21,FCL-1011,BP-30056,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,21,unit,12510.63,VLN,2021-06-19,ordinary,Research Services,completed
PO-2021-00048,1,2021-05-21,FCL-1011,BP-30038,ITM-LAB-002,Sample preparation material pack,laboratory_material,38,pack,501.41,VLN,2021-06-17,ordinary,Cold Chain,completed
PO-2021-00049,1,2021-05-23,FCL-1018,BP-30080,ITM-CON-001,Operational consulting service,consulting_service,1,service,5247.16,VLN,2021-06-08,emergency,Facilities,completed
PO-2021-00050,1,2021-06-20,FCL-1011,BP-30056,ITM-LEG-001,Regulatory legal service,legal_service,1,service,4392.81,VLN,2021-07-26,ordinary,Cold Chain,completed
PO-2021-00051,1,2021-07-23,FCL-1015,BP-30030,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,74,case,615.75,AVL,2021-08-20,ordinary,Research Services,completed
PO-2021-00052,1,2021-07-23,FCL-1027,BP-30059,ITM-MED-002,Sterile administration supplies,medical_consumables,28,case,279.73,VLN,2021-08-25,ordinary,General Operations,completed
PO-2021-00053,1,2021-08-25,FCL-1002,BP-30032,ITM-CON-001,Operational consulting service,consulting_service,1,service,5289.26,NDH,2021-09-04,restricted,Clinical Services,completed
PO-2021-00054,1,2021-08-27,FCL-1007,BP-30078,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,12,pallet,1170.60,VLN,2021-09-13,ordinary,Cold Chain,completed
PO-2021-00055,1,2021-09-11,FCL-1003,BP-30014,ITM-MED-002,Sterile administration supplies,medical_consumables,77,case,261.85,KRN,2021-09-30,expedited,Cold Chain,completed
PO-2021-00056,1,2021-09-20,FCL-1007,BP-30078,ITM-MED-001,General clinical consumable case,medical_consumables,33,case,149.15,VLN,2021-10-04,restricted,Clinical Programmes,completed
PO-2021-00057,1,2021-09-23,FCL-1011,BP-30056,ITM-LAB-001,Laboratory assay material pack,laboratory_material,42,pack,672.83,VLN,2021-10-05,ordinary,Cold Chain,completed
PO-2021-00058,1,2021-11-09,FCL-1029,BP-30050,ITM-OFF-001,Office supply case,office_supply,31,case,102.13,VLN,2021-12-11,expedited,Research Services,completed
PO-2021-00059,1,2021-11-18,FCL-1026,BP-30057,ITM-MED-002,Sterile administration supplies,medical_consumables,5,case,229.24,KRN,2021-12-13,ordinary,Research Services,completed
PO-2021-00060,1,2021-11-25,FCL-1023,BP-30038,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,30,kit,975.31,NDH,2021-12-26,ordinary,Clinical Services,completed
PO-2021-00061,1,2021-12-15,FCL-1020,BP-30052,ITM-BIO-001,Temperature-sensitive clinical reference material,biological_sample,11,sealed_lot,5168.50,TMB,2022-01-01,ordinary,Clinical Services,completed
PO-2022-00001,1,2022-01-04,FCL-1010,BP-30078,ITM-MED-002,Sterile administration supplies,medical_consumables,77,case,265.64,VLN,2022-02-12,ordinary,Clinical Programmes,completed
PO-2022-00002,1,2022-01-24,FCL-1010,BP-30078,ITM-BIO-002,Environmental reference sample lot,biological_sample,6,sealed_lot,1218.99,VLN,2022-02-09,expedited,Clinical Programmes,completed
PO-2022-00003,1,2022-01-30,FCL-1020,BP-30078,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,12,case,579.75,AVL,2022-03-10,ordinary,Field Operations,completed
PO-2022-00004,1,2022-02-01,FCL-1011,BP-30040,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,15,unit,11528.46,VLN,2022-03-01,restricted,Research Services,completed
PO-2022-00005,1,2022-02-01,FCL-1019,BP-30023,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3468.31,NDH,2022-02-21,ordinary,General Operations,completed
PO-2022-00006,1,2022-02-02,FCL-1001,BP-30062,ITM-LEG-001,Regulatory legal service,legal_service,1,service,4068.44,TMB,2022-02-14,ordinary,Field Programmes,completed
PO-2022-00007,1,2022-02-02,FCL-1020,BP-30026,ITM-AGR-001,Durian produce pallet,agricultural_product,30 pallet,pallet,1727.64,TMB,2022-02-15,expedited,General Operations,completed
PO-2022-00008,1,2022-02-03,FCL-1011,BP-30041,ITM-COM-001,Secure communication service,communication_service,1,service,1310.07,VLN,2022-03-04,ordinary,Clinical Services,completed
PO-2022-00009,1,2022-02-04,FCL-1011,BP-30033,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,18,kit,826.65,VLN,2022-03-14,ordinary,Agricultural Distribution,completed
PO-2022-00010,1,2022-02-04,FCL-1014,BP-30020,ITM-CSE-002,Insulated transport container,cold_storage_equipment,11,unit,3422.50,TMB,2022-03-15,restricted,Facilities,completed
PO-2022-00011,1,2022-02-04,FCL-1010,BP-30026,ITM-BIO-001,Temperature-sensitive clinical reference material,biological_sample,7,sealed_lot,5566.32,VLN,2022-03-06,emergency,Agricultural Distribution,completed
PO-2022-00012,1,2022-02-04,FCL-1011,BP-30032,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2504.80,VLN,2022-02-13,restricted,Field Programmes,completed
PO-2022-00013,1,2022-02-04,FCL-1020,BP-30052,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,5,unit,12275.73,TMB,2022-02-16,ordinary,Research Services,completed
PO-2022-00014,1,2022-02-05,FCL-1011,BP-30080,ITM-AGR-001,Durian produce pallet,agricultural_product,11,pallet,1817.44,VLN,2022-02-23,ordinary,Facilities,completed
PO-2022-00015,1,2022-02-06,FCL-1014,BP-30032,ITM-LAB-002,Sample preparation material pack,laboratory_material,36,pack,499.11,TMB,2022-02-26,ordinary,Field Programmes,completed
PO-2022-00016,1,2022-02-06,FCL-1016,BP-30007,ITM-OFF-001,Office supply case,office_supply,46,case,109.32,TMB,2022-03-06,ordinary,Clinical Services,completed
PO-2022-00017,1,2022-02-06,FCL-1029,BP-30025,ITM-CSE-002,Insulated transport container,cold_storage_equipment,20,unit,3628.03,VLN,2022-03-07,restricted,Clinical Services,delayed
PO-2022-00018,1,2022-02-07,FCL-1025,BP-30080,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,3007.51,NDH,2022-03-11,ordinary,Clinical Services,completed
PO-2022-00019,1,2022-02-08,FCL-1011,BP-30069,ITM-OFF-001,Office supply case,office_supply,71,case,85.80,VLN,2022-03-02,emergency,Field Programmes,completed
PO-2022-00020,1,2022-02-08,FCL-1025,BP-30079,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3966.75,NDH,2022/02/17,ordinary,Field Programmes,completed
PO-2022-00021,1,2022-02-09,FCL-1011,BP-30018,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4225.02,VLN,2022-03-18,ordinary,Facilities,completed
PO-2022-00022,1,2022-02-09,FCL-1019,BP-30016,ITM-CSE-002,Insulated transport container,cold_storage_equipment,21,unit,3052.22,AVL,2022-03-17,ordinary,Facilities,completed
PO-2022-00023,1,2022-02-10,FCL-1019,BP-30078,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,21,kit,1957.76,AVL,2022-02-18,ordinary,Agricultural Distribution,completed
PO-2022-00024,1,2022-02-10,FCL-1029,BP-30017,ITM-RES-001,Applied research contract,research_contract,1,contract,20829.06,VLN,2022-03-10,expedited,Clinical Services,completed
PO-2022-00025,1,2022-02-12,FCL-1011,BP-30026,ITM-LAB-001,Laboratory assay material pack,laboratory_material,60,pack,721.06,VLN,2022-03-08,emergency,Research Services,completed
PO-2022-00026,1,2022-02-12,FCL-1016,BP-30024,ITM-BIO-002,Environmental reference sample lot,biological_sample,11,sealed_lot,1219.08,TMB,2022-02-22,restricted,General Operations,completed
PO-2022-00027,1,2022-02-13,FCL-1016,BP-30022,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3935.96,TMB,2022-03-12,ordinary,General Operations,completed
PO-2022-00028,1,2022-02-15,FCL-1019,BP-30002,ITM-LAB-001,Laboratory assay material pack,laboratory_material,7,pack,654.05,AVL,2022-02-26,emergency,Agricultural Distribution,completed
PO-2022-00029,1,2022-02-16,FCL-1011,BP-30040,ITM-MON-001,Acoustic monitoring kit,monitoring_equipment,8,kit,1849.61,VLN,2022-03-28,expedited,Cold Chain,completed
PO-2022-00030,1,2022-02-17,FCL-1018,BP-30011,ITM-OFF-001,Office supply case,office_supply,8,case,90.56,VLN,2022-02-25,ordinary,General Operations,completed
PO-2022-00031,1,2022-02-18,FCL-1015,BP-30066,ITM-BIO-003,Wildlife survey specimen lot,biological_sample,9,sealed_lot,899.54,AVL,2022-03-19,ordinary,Agricultural Distribution,completed
PO-2022-00032,1,2022-02-19,FCL-1015,BP-30040,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,30,kit,2320.69,AVL,2022-03-10,ordinary,Field Programmes,completed
PO-2022-00033,1,2022-02-20,FCL-1019,BP-30008,ITM-MED-002,Sterile administration supplies,medical_consumables,21,case,277.01,AVL,2022-03-11,ordinary,Clinical Services,completed
PO-2022-00034,1,2022-02-21,FCL-1012,BP-30054,ITM-PRO-001,Field protective equipment case,protective_equipment,19,case,490.07,VLN,2022-03-18,ordinary,Clinical Services,completed
PO-2022-00035,1,2022-02-21,FCL-1007,BP-30066,ITM-MED-001,General clinical consumable case,medical_consumables,60,case,146.18,AVL,2022-03-22,restricted,Agricultural Distribution,completed
PO-2022-00036,1,2022-02-21,FCL-1014,BP-30064,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,11,pallet,1178.74,TMB,2022-03-07,ordinary,Cold Chain,delayed
PO-2022-00037,1,2022-02-22,FCL-1027,BP-30033,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2781.60,VLN,2022-03-10,expedited,Field Programmes,completed
PO-2022-00038,1,2022-02-22,FCL-1011,BP-30059,ITM-CON-001,Operational consulting service,consulting_service,1,service,6163.47,VLN,2022-03-16,expedited,General Operations,completed
PO-2022-00039,1,2022-02-23,FCL-1009,BP-30075,ITM-PRO-001,Field protective equipment case,protective_equipment,85,case,398.39,VLN,2022-03-04,expedited,Field Programmes,completed
PO-2022-00040,1,2022-02-25,FCL-1016,BP-30037,ITM-OTH-001,General facility material,other,11,unit,686.73,NDH,2022-04-01,ordinary,Agricultural Distribution,completed
PO-2022-00041,1,2022-02-27,FCL-1011,BP-30068,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,27,kit,951.72,VLN,2022-03-06,restricted,General Operations,completed
PO-2022-00042,1,2022-03-04,FCL-1011,BP-30034,ITM-PRO-001,Field protective equipment case,protective_equipment,52,case,445.81,VLN,2022-04-09,ordinary,Agricultural Distribution,completed
PO-2022-00043,1,2022-03-08,FCL-1024,BP-30043,ITM-PRO-001,Field protective equipment case,protective_equipment,67,case,450.71,KRN,2022-03-22,ordinary,Facilities,completed
PO-2022-00044,1,2022-03-22,FCL-1010,BP-30078,ITM-MED-001,General clinical consumable case,medical_consumables,40,case,138.26,VLN,2022-04-12,expedited,Clinical Programmes,completed
PO-2022-00045,1,2022-04-08,FCL-1007,BP-30078,ITM-BIO-003,Wildlife survey specimen lot,biological_sample,3,sealed_lot,993.06,VLN,2022-04-28,ordinary,Facilities,completed
PO-2022-00046,1,2022-04-11,FCL-1003,BP-30068,ITM-CSE-002,Insulated transport container,cold_storage_equipment,4,unit,3475.68,TMB,2022-05-07,ordinary,Facilities,completed
PO-2022-00047,1,2022-04-19,FCL-1009,BP-30021,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,11,kit,971.57,VLN,2022-04-26,ordinary,Agricultural Distribution,completed
PO-2022-00048,1,2022-05-23,FCL-1010,BP-30012,ITM-GRA-001,Programme grant transfer,grant,1,grant,22476.36,VLN,2022-05-30,ordinary,Cold Chain,completed
PO-2022-00049,1,2022-05-27,FCL-1030,BP-30048,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,63,case,571.60,KRN,2022-06-07,ordinary,Cold Chain,completed
PO-2022-00050,1,2022-06-05,FCL-1008,BP-30064,ITM-OFF-001,Office supply case,office_supply,54,case,90.41,VLN,2022-06-20,ordinary,Research Services,pending
PO-2022-00051,1,2022-07-02,FCL-1007,BP-30030,ITM-RES-001,Applied research contract,research_contract,1,contract,16679.55,VLN,2022-08-10,ordinary,Field Programmes,completed
PO-2022-00052,1,2022-07-27,FCL-1001,BP-30011,ITM-OTH-001,General facility material,other,20,unit,615.92,TMB,2022-08-04,emergency,Cold Chain,pending
PO-2022-00053,1,2022-08-08,FCL-1011,BP-30059,ITM-OTH-001,General facility material,other,1,unit,650.25,VLN,2022-08-20,ordinary,General Operations,completed
PO-2022-00054,1,2022-08-14,FCL-1008,BP-30056,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4050.24,VLN,2022-09-11,emergency,Agricultural Distribution,pending
PO-2022-00055,1,2022-08-16,FCL-1009,BP-30015,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,77,case,604.01,NDH,2022-09-13,ordinary,Field Programmes,completed
PO-2022-00056,1,2022-09-11,FCL-1025,BP-30011,ITM-LEG-001,Regulatory legal service,legal_service,1,service,4441.74,AVL,2022-10-18,ordinary,Clinical Services,completed
PO-2022-00057,1,2022-09-15,FCL-1011,BP-30043,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,2,pallet,1308.43,VLN,2022-10-09,ordinary,Cold Chain,completed
PO-2022-00058,1,2022/10/01,FCL-1015,BP-30029,ITM-MED-001,General clinical consumable case,medical_consumables,72,case,141.16,AVL,2022-11-09,ordinary,Research Services,completed
PO-2022-00059,1,2022-10-02,FCL-1011,BP-30066,ITM-MED-002,Sterile administration supplies,medical_consumables,76,case,283.29,VLN,2022-10-21,ordinary,Clinical Services,completed
PO-2022-00060,1,2022-10-03,FCL-1025,BP-30050,ITM-MED-002,Sterile administration supplies,medical_consumables,63,case,254.41,NDH,2022-10-30,restricted,Field Programmes,completed
PO-2022-00061,1,2022-10-04,FCL-1015,BP-30040,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,6,unit,13120.94,AVL,2022-10-11,ordinary,Research Services,completed
PO-2022-00062,1,2022-10-04,FCL-1026,BP-30055,ITM-LAB-002,Sample preparation material pack,laboratory_material,10,pack,484.05,KRN,2022-10-16,ordinary,Cold Chain,completed
PO-2022-00063,1,2022-10-05,FCL-1001,BP-30015,ITM-LEG-001,Regulatory legal service,legal_service,1,service,3913.53,TMB,2022-10-18,expedited,Field Programmes,completed
PO-2022-00064,1,2022-10-05,FCL-1023,BP-30037,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4176.70,NDH,2022-11-05,ordinary,Research Services,completed
PO-2022-00065,1,2022-10-05,FCL-1007,BP-30078,ITM-MED-001,General clinical consumable case,medical_consumables,9,case,141.30,VLN,2022-11-15,expedited,Clinical Services,completed
PO-2022-00066,1,2022-10-06,FCL-1011,BP-30020,ITM-OTH-001,General facility material,other,8,unit,638.98,VLN,2022-11-13,expedited,,completed
PO-2022-00067,1,2022-10-06,FCL-1011,BP-30050,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,9,unit,20258.07,VLN,2022-11-16,ordinary,Agricultural Distribution,completed
PO-2022-00068,1,2022-10-06,FCL-1030,BP-30022,ITM-CON-001,Operational consulting service,consulting_service,1,service,4989.36,KRN,2022-11-15,expedited,Facilities,completed
PO-2022-00069,1,2022-10-06,FCL-1004,BP-30042,ITM-RES-001,Applied research contract,research_contract,1,contract,17592.38,KRN,2022-10-16,ordinary,Field Programmes,completed
PO-2022-00070,1,2022-10-07,FCL-1018,BP-30072,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,22,unit,13262.74,VLN,2022-10-30,expedited,Clinical Services,completed
PO-2022-00071,1,2022-10-08,FCL-1016,BP-30002,ITM-LAB-001,Laboratory assay material pack,laboratory_material,52,pack,698.51,TMB,2022-11-14,ordinary,Field Programmes,completed
PO-2022-00072,1,2022-10-08,FCL-1020,BP-30073,ITM-CON-001,Operational consulting service,consulting_service,1,service,5060.86,TMB,2022-10-19,ordinary,Cold Chain,completed
PO-2022-00073,1,2022-10-09,FCL-1023,BP-30072,ITM-COM-001,Secure communication service,communication_service,1,service,1434.72,NDH,2022-11-16,ordinary,Agricultural Distribution,completed
PO-2022-00074,1,2022-10-10,FCL-1011,BP-30034,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4412.89,VLN,2022-10-28,restricted,Field Programmes,completed
PO-2022-00075,1,2022-10-10,FCL-1011,BP-30055,ITM-OFF-001,Office supply case,office_supply,47,case,96.60,VLN,2022-10-25,ordinary,General Operations,completed
PO-2022-00076,1,2022-10-11,FCL-1008,BP-30077,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2462.61,NDH,2022-11-21,emergency,Cold Chain,delayed
PO-2022-00077,1,2022-10-11,FCL-1011,BP-30030,ITM-AGE-001,Orchard maintenance equipment,agricultural_equipment,5,unit,5707.21,VLN,2022-11-15,ordinary,Clinical Services,completed
PO-2022-00078,1,2022-10-12,FCL-1002,BP-30050,ITM-MED-001,General clinical consumable case,medical_consumables,43,case,143.95,NDH,2022-10-26,ordinary,Agricultural Distribution,completed
PO-2022-00079,1,2022-10-12,FCL-1023,BP-30017,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,14,unit,19132.46,NDH,2022-10-23,ordinary,Agricultural Distribution,delayed
PO-2022-00080,1,2022-10-14,FCL-1010,BP-30077,ITM-BIO-001,Temperature-sensitive clinical reference material,biological_sample,10,sealed_lot,5226.68,VLN,2022-11-24,ordinary,Clinical Services,completed
PO-2022-00081,1,2022-10-15,FCL-1011,BP-30047,ITM-CON-001,Operational consulting service,consulting_service,1,service,5166.09,VLN,2022-11-02,ordinary,Cold Chain,completed
PO-2022-00082,1,2022-10-19,FCL-1011,BP-30056,ITM-LAB-002,Sample preparation material pack,laboratory_material,24,pack,544.70,VLN,2022-11-25,ordinary,General Operations,completed
PO-2022-00083,1,2022-10-21,FCL-1011,BP-30056,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,3,unit,12407.03,VLN,2022-11-19,expedited,Research Services,completed
PO-2022-00084,1,2022-10-22,FCL-1011,BP-30056,ITM-MED-002,Sterile administration supplies,medical_consumables,79,case,241.69,VLN,2022-11-06,ordinary,Facilities,completed
PO-2022-00085,1,2022-10-27,FCL-1011,BP-30053,ITM-COM-001,Secure communication service,communication_service,1,service,1673.00,VLN,2022-11-20,ordinary,Field Programmes,completed
PO-2022-00086,1,2022-11-04,FCL-1014,BP-30043,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3457.80,TMB,2022-11-24,ordinary,Research Services,completed
PO-2022-00087,1,2022-12-01,FCL-1011,BP-30024,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,2,unit,17044.44,VLN,2023-01-02,ordinary,Cold Chain,pending
PO-2022-00088,1,2022-12-06,FCL-1029,BP-30035,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,16,kit,1994.86,VLN,2023-01-10,expedited,Facilities,completed
PO-2022-00089,1,2022-12-12,FCL-1011,BP-30029,ITM-OTH-001,General facility material,other,17,unit,730.74,VLN,2022-12-21,ordinary,Cold Chain,completed
PO-2022-00090,1,2022-12-14,FCL-1020,BP-30001,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3516.48,TMB,2023-01-18,restricted,Field Programmes,completed
PO-2022-00091,1,2022-12-21,FCL-1007,BP-30062,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,10,unit,11719.09,AVL,2022-12-31,restricted,Cold Chain,completed
PO-2023-00001,1,2023-01-11,FCL-1007,BP-30024,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2731.81,AVL,2023-02-08,ordinary,Clinical Services,completed
PO-2023-00002,1,2023-01-12,FCL-1011,BP-30060,ITM-BIO-001,Temperature-sensitive clinical reference material,biological_sample,2,sealed_lot,5062.48,VLN,2023-02-21,ordinary,Clinical Services,completed
PO-2023-00003,1,2023-01-19,FCL-1026,BP-30057,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,10,kit,1948.32,KRN,2023-02-26,restricted,Facilities,completed
PO-2023-00004,1,2023-01-23,FCL-1011,BP-30079,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,22,kit,2364.47,VLN,2023-02-05,ordinary,Cold Chain,delayed
PO-2023-00005,1,2023-01-23,FCL-1002,BP-30029,ITM-BIO-001,Temperature-sensitive clinical reference material,biological_sample,6,sealed_lot,5370.27,VLN,2023-02-22,ordinary,Research Services,delayed
PO-2023-00006,1,2023-01-23,FCL-1015,BP-30021,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,25,pallet,1525.44,NDH,2023-02-20,ordinary,Field Programmes,completed
PO-2023-00007,1,2023-02-13,FCL-1003,BP-30064,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3716.50,TMB,2023-03-03,ordinary,Cold Chain,completed
PO-2023-00008,1,2023-02-21,FCL-1011,BP-30011,ITM-AGR-001,Durian produce pallet,agricultural_product,13,pallet,1721.57,VLN,2023-03-18,emergency,Research Services,completed
PO-2023-00009,1,2023-02-22,FCL-1011,BP-30001,ITM-PRO-001,Field protective equipment case,protective_equipment,80,case,480.01,VLN,2023-03-01,emergency,Research Services,completed
PO-2023-00010,1,2023-03-05,FCL-1015,BP-30053,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,34,pallet,1482.66,NDH,2023-03-17,ordinary,General Operations,pending
PO-2023-00011,1,2023-03-12,FCL-1019,BP-30078,ITM-MED-002,Sterile administration supplies,medical_consumables,28,case,297.80,AVL,2023-03-30,ordinary,Facilities,completed
PO-2023-00012,1,2023-03-13,FCL-1007,BP-30078,ITM-MED-002,Sterile administration supplies,medical_consumables,47,case,270.26,VLN,2023-04-03,ordinary,Clinical Programmes,completed
PO-2023-00013,1,2023-04-01,FCL-1030,BP-30044,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3509.03,KRN,2023-04-17,ordinary,General Operations,cancelled
PO-2023-00014,1,2023-04-01,FCL-1010,BP-30079,ITM-OTH-001,General facility material,other,22,unit,592.41,VLN,2023-05-04,ordinary,Field Programmes,cancelled
PO-2023-00015,1,2023-04-01,FCL-1023,BP-30066,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,16,pallet,1448.08,NDH,2023-05-01,restricted,Research Services,pending
PO-2023-00016,1,2023-04-01,FCL-1029,BP-30022,ITM-GRA-001,Programme grant transfer,grant,1,grant,23446.50,VLN,2023-04-29,ordinary,Clinical Services,completed
PO-2023-00017,1,2023-04-02,FCL-1011,BP-30042,ITM-PRO-001,Field protective equipment case,protective_equipment,78,case,421.98,VLN,2023-05-08,ordinary,Cold Chain,completed
PO-2023-00018,1,2023-04-02,FCL-1007,BP-30078,ITM-RES-001,Applied research contract,research_contract,1,contract,20617.52,VLN,2023-05-13,restricted,General Operations,completed
PO-2023-00019,1,2023-04-02,FCL-1020,BP-30024,ITM-PRO-001,Field protective equipment case,protective_equipment,31,case,482.92,TMB,2023-04-18,ordinary,Cold Chain,completed
PO-2023-00020,1,2023-04-03,FCL-1012,BP-30020,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,4,pallet,1267.64,VLN,2023-04-19,ordinary,Facilities,completed
PO-2023-00021,1,2023-04-06,FCL-1011,BP-30053,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4134.44,VLN,2023-04-14,ordinary,Field Programmes,completed
PO-2023-00022,1,2023-04-06,FCL-1015,BP-30050,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,6,unit,13035.55,AVL,2023-04-24,ordinary,Facilities,completed
PO-2023-00023,1,2023-04-07,FCL-1030,BP-30043,ITM-MED-002,Sterile administration supplies,medical_consumables,70,case,238.45,KRN,2023-05-16,ordinary,Clinical Services,completed
PO-2023-00024,1,2023-04-07,FCL-1016,BP-30039,ITM-MON-001,Acoustic monitoring kit,monitoring_equipment,7,kit,2015.12,TMB,2023-05-18,expedited,Clinical Services,completed
PO-2023-00025,1,2023-04-07,FCL-1011,BP-30046,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,87,case,622.07,VLN,2023-04-17,ordinary,General Operations,completed
PO-2023-00026,1,2023-04-08,FCL-1020,BP-30066,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,6,unit,12072.25,TMB,2023-04-22,ordinary,Agricultural Distribution,delayed
PO-2023-00027,1,2023-04-09,FCL-1030,BP-30060,ITM-OTH-001,General facility material,other,17,unit,587.53,KRN,2023-04-30,emergency,Agricultural Distribution,completed
PO-2023-00028,1,2023-04-10,FCL-1011,BP-30035,ITM-OTH-001,General facility material,other,2,unit,650.20,VLN,2023-05-13,ordinary,Facilities,pending
PO-2023-00029,1,10-Apr-2023,FCL-1011,BP-30008,ITM-CON-001,Operational consulting service,consulting_service,1,service,5039.71,VLN,2023-05-01,restricted,Facilities,completed
PO-2023-00030,1,2023-04-11,FCL-1023,BP-30068,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,84,case,619.72,AVL,2023-05-08,emergency,Agricultural Distribution,completed
PO-2023-00031,1,2023-04-11,FCL-1011,BP-30044,ITM-MON-001,Acoustic monitoring kit,monitoring_equipment,4,kit,1964.89,VLN,2023-04-23,ordinary,Agricultural Distribution,completed
